FingerPrint,Week,Iteration,Unscheduled,Count ,,
5.31378879291700E+12 Total,4,,,1,,4
5.31E+12,4,15277,2,1,,4
5.31404941304900E+12 Total,4,,,1,,4
5.31E+12,4,12198,2,1,,4
5.31411371717300E+12 Total,4,,,1,,4
5.31E+12,3,22242,4,1,,3
5.31E+12,3,22535,4,1,,3
5.31E+12,3,22562,4,1,,3
5.31E+12,3,22616,4,1,,3
5.31431689517000E+12 Total,12,,,4,,3
5.31E+12,4,17636,2,1,,4
5.31E+12,4,17714,2,1,,4
5.31439236669500E+12 Total,8,,,2,,4
5.31E+12,4,2559,4,1,,4
5.31447395471700E+12 Total,4,,,1,,4
5.31E+12,2,14137,6,1,,2
5.31E+12,2,14416,6,1,,2
5.31467171010100E+12 Total,4,,,2,,2
5.31E+12,2,14303,6,1,,2
5.31E+12,2,14363,6,1,,2
5.31467704552500E+12 Total,4,,,2,,2
5.31E+12,4,11407,2,1,,4
5.31474667241300E+12 Total,4,,,1,,4
5.31E+12,2,13875,4,1,,2
5.31E+12,2,14118,4,1,,2
5.31E+12,2,14276,4,1,,2
5.31E+12,2,14302,4,1,,2
5.31E+12,2,14356,4,1,,2
5.31E+12,2,14362,4,1,,2
5.31E+12,2,14421,4,1,,2
5.31E+12,2,14427,4,1,,2
5.31E+12,2,14433,4,1,,2
5.31475286838900E+12 Total,18,,,9,,2
5.31E+12,4,12151,2,1,,4
5.31481709742900E+12 Total,4,,,1,,4
5.32E+12,2,14076,6,1,,2
5.31510401373900E+12 Total,2,,,1,,2
5.32E+12,3,22102,6,1,,3
5.32E+12,3,22161,6,1,,3
5.32E+12,3,22215,6,1,,3
5.32E+12,3,22341,6,1,,3
5.32E+12,3,22447,6,1,,3
5.32E+12,3,22508,6,1,,3
5.32E+12,3,22589,6,1,,3
5.32E+12,3,22643,6,1,,3
5.31510884734400E+12 Total,24,,,8,,3
5.32E+12,4,12192,2,1,,4
5.31523990306900E+12 Total,4,,,1,,4
5.32E+12,4,15281,2,1,,4
5.31529057424100E+12 Total,4,,,1,,4
5.32E+12,5,14537,2,1,,5
5.31540558336800E+12 Total,5,,,1,,5
5.32E+12,4,7207,0,1,,4
5.32E+12,4,7335,0,1,,4
5.31541555161300E+12 Total,8,,,2,,4
5.32E+12,2,13953,6,1,,2
5.31542023913900E+12 Total,2,,,1,,2
5.32E+12,4,15269,2,1,,4
5.32E+12,4,15271,2,1,,4
5.31562379310500E+12 Total,8,,,2,,4
5.32E+12,4,3529,2,1,,4
5.31590400602800E+12 Total,4,,,1,,4
5.32E+12,2,13869,4,1,,2
5.32E+12,2,13881,4,1,,2
5.32E+12,2,14094,4,1,,2
5.32E+12,2,14100,4,1,,2
5.32E+12,2,14124,4,1,,2
5.32E+12,2,14130,4,1,,2
5.32E+12,2,14270,4,1,,2
5.32E+12,2,14296,4,1,,2
5.32E+12,2,14314,4,1,,2
5.31591572771300E+12 Total,18,,,9,,2
5.32E+12,2,13863,4,1,,2
5.32E+12,2,14088,4,1,,2
5.32E+12,2,14106,4,1,,2
5.32E+12,2,14136,4,1,,2
5.32E+12,2,14282,4,1,,2
5.32E+12,2,14308,4,1,,2
5.32E+12,2,14368,4,1,,2
5.32E+12,2,14374,4,1,,2
5.32E+12,2,14415,4,1,,2
5.31592106313700E+12 Total,18,,,9,,2
5.32E+12,2,13964,4,1,,2
5.31592887711500E+12 Total,2,,,1,,2
5.32E+12,4,2191,0,1,,4
5.32E+12,4,2304,0,1,,4
5.32E+12,4,2368,0,1,,4
5.32E+12,4,2436,0,1,,4
5.32E+12,4,2526,0,1,,4
5.32E+12,4,2593,0,1,,4
5.32E+12,4,2651,0,1,,4
5.32E+12,4,2682,0,1,,4
5.32E+12,4,2758,0,1,,4
5.32E+12,4,2817,0,1,,4
5.32E+12,4,2844,0,1,,4
5.32E+12,4,2875,0,1,,4
5.31595807546900E+12 Total,48,,,12,,4
5.32E+12,4,7332,2,1,,4
5.31617475092500E+12 Total,4,,,1,,4
5.32E+12,4,15278,2,1,,4
5.32E+12,4,15282,2,1,,4
5.31631487961700E+12 Total,8,,,2,,4
5.32E+12,2,13867,4,1,,2
5.32E+12,2,13873,4,1,,2
5.32E+12,2,14098,4,1,,2
5.32E+12,2,14300,4,1,,2
5.32E+12,2,14360,4,1,,2
5.32E+12,2,14366,4,1,,2
5.32E+12,2,14431,4,1,,2
5.31642923442900E+12 Total,14,,,7,,2
5.32E+12,3,22368,4,1,,3
5.31673942806800E+12 Total,3,,,1,,3
5.32E+12,4,12197,2,1,,4
5.31674691450100E+12 Total,4,,,1,,4
5.32E+12,4,15266,2,1,,4
5.31678702037700E+12 Total,4,,,1,,4
5.32E+12,4,811,2,1,,4
5.31686533024200E+12 Total,4,,,1,,4
5.32E+12,4,7676,2,1,,4
5.32E+12,4,7794,2,1,,4
5.31719174134100E+12 Total,8,,,2,,4
5.32E+12,2,13871,4,1,,2
5.32E+12,2,13877,4,1,,2
5.32E+12,2,14138,4,1,,2
5.32E+12,2,14278,4,1,,2
5.32E+12,2,14298,4,1,,2
5.32E+12,2,14364,4,1,,2
5.32E+12,2,14370,4,1,,2
5.32E+12,2,14417,4,1,,2
5.32E+12,2,14423,4,1,,2
5.32E+12,2,14429,4,1,,2
5.31720451251700E+12 Total,20,,,10,,2
5.32E+12,4,12186,4,1,,4
5.31724224596500E+12 Total,4,,,1,,4
5.32E+12,2,13861,4,1,,2
5.32E+12,2,14104,4,1,,2
5.32E+12,2,14128,4,1,,2
5.32E+12,2,14274,4,1,,2
5.32E+12,2,14306,4,1,,2
5.32E+12,2,14354,4,1,,2
5.31759209375300E+12 Total,12,,,6,,2
5.32E+12,2,14086,4,1,,2
5.32E+12,2,14116,4,1,,2
5.32E+12,2,14265,4,1,,2
5.32E+12,2,14294,4,1,,2
5.31759742917700E+12 Total,8,,,4,,2
5.32E+12,2,14202,4,1,,2
5.32E+12,2,14208,4,1,,2
5.32E+12,2,14214,4,1,,2
5.32E+12,2,14220,4,1,,2
5.31760256674500E+12 Total,8,,,4,,2
5.32E+12,2,14059,4,1,,2
5.32E+12,2,14061,4,1,,2
5.32E+12,2,14071,4,1,,2
5.31775964029900E+12 Total,6,,,3,,2
5.32E+12,4,7818,2,1,,4
5.31784185301000E+12 Total,4,,,1,,4
5.32E+12,4,12148,2,1,,4
5.31792552612500E+12 Total,4,,,1,,4
5.32E+12,4,5523,2,1,,4
5.31792820929000E+12 Total,4,,,1,,4
5.32E+12,2,13949,8,1,,2
5.32E+12,2,14068,8,1,,2
5.31793031565900E+12 Total,4,,,2,,2
5.32E+12,2,13970,4,1,,2
5.31803014904300E+12 Total,2,,,1,,2
5.32E+12,3,22269,4,1,,3
5.31803941705400E+12 Total,3,,,1,,3
5.32E+12,4,12109,4,1,,4
5.31816599006100E+12 Total,4,,,1,,4
5.32E+12,4,11592,2,1,,4
5.31818109560500E+12 Total,4,,,1,,4
5.32E+12,3,13166,2,1,,3
5.32E+12,3,13168,2,1,,3
5.32E+12,3,13174,2,1,,3
5.31825111613300E+12 Total,9,,,3,,3
5.32E+12,4,2182,4,1,,4
5.32E+12,4,2364,4,1,,4
5.32E+12,4,2555,4,1,,4
5.31831941589300E+12 Total,12,,,3,,4
5.32E+12,4,5518,2,1,,4
5.31832289877000E+12 Total,4,,,1,,4
5.32E+12,2,13865,4,1,,2
5.32E+12,2,13883,4,1,,2
5.32E+12,2,14090,4,1,,2
5.32E+12,2,14102,4,1,,2
5.32E+12,2,14108,4,1,,2
5.32E+12,2,14120,4,1,,2
5.32E+12,2,14126,4,1,,2
5.32E+12,2,14132,4,1,,2
5.32E+12,2,14272,4,1,,2
5.32E+12,2,14304,4,1,,2
5.32E+12,2,14310,4,1,,2
5.32E+12,2,14316,4,1,,2
5.32E+12,2,14358,4,1,,2
5.31836737184100E+12 Total,26,,,13,,2
5.32E+12,2,14096,4,1,,2
5.32E+12,2,14284,4,1,,2
5.32E+12,2,14376,4,1,,2
5.32E+12,2,14435,4,1,,2
5.31837270726500E+12 Total,8,,,4,,2
5.32E+12,2,14073,6,1,,2
5.31846718733100E+12 Total,2,,,1,,2
5.32E+12,3,18659,6,1,,3
5.32E+12,3,18663,6,1,,3
5.31857581482000E+12 Total,6,,,2,,3
5.32E+12,2,13950,2,1,,2
5.32E+12,2,13960,2,1,,2
5.32E+12,2,13962,2,1,,2
5.32E+12,2,13967,2,1,,2
5.32E+12,2,14063,2,1,,2
5.32E+12,2,14069,2,1,,2
5.32E+12,2,14079,2,1,,2
5.31858450367500E+12 Total,14,,,7,,2
5.32E+12,2,13991,4,1,,2
5.32E+12,2,13995,4,1,,2
5.32E+12,2,14010,4,1,,2
5.32E+12,2,14014,4,1,,2
5.32E+12,2,14016,4,1,,2
5.32E+12,2,14020,4,1,,2
5.32E+12,2,14024,4,1,,2
5.32E+12,2,14174,4,1,,2
5.32E+12,2,14176,4,1,,2
5.32E+12,2,14184,4,1,,2
5.32E+12,2,14194,4,1,,2
5.32E+12,2,14332,4,1,,2
5.32E+12,2,14386,4,1,,2
5.32E+12,2,14388,4,1,,2
5.32E+12,2,14392,4,1,,2
5.32E+12,2,14402,4,1,,2
5.32E+12,2,14497,4,1,,2
5.32E+12,2,14505,4,1,,2
5.31864162646700E+12 Total,36,,,18,,2
5.32E+12,2,14058,6,1,,2
5.31875517903500E+12 Total,2,,,1,,2
5.32E+12,4,11605,2,1,,4
5.31886389652500E+12 Total,4,,,1,,4
5.32E+12,2,13965,8,1,,2
5.31900990077500E+12 Total,2,,,1,,2
5.32E+12,2,13879,4,1,,2
5.32E+12,2,14262,4,1,,2
5.32E+12,2,14268,4,1,,2
5.32E+12,2,14280,4,1,,2
5.32E+12,2,14372,4,1,,2
5.32E+12,2,14419,4,1,,2
5.31903632188900E+12 Total,12,,,6,,2
5.32E+12,4,12202,2,1,,4
5.31910647585300E+12 Total,4,,,1,,4
5.32E+12,2,13971,4,1,,2
5.31912721711900E+12 Total,2,,,1,,2
5.32E+12,4,5513,2,1,,4
5.31918077862600E+12 Total,4,,,1,,4
5.32E+12,3,22374,2,1,,3
5.32E+12,3,22378,2,1,,3
5.32E+12,3,22688,2,1,,3
5.32E+12,3,22759,2,1,,3
5.32E+12,3,22798,2,1,,3
5.31926747964800E+12 Total,15,,,5,,3
5.32E+12,2,14206,4,1,,2
5.32E+12,2,14212,4,1,,2
5.32E+12,2,14218,4,1,,2
5.31927893278500E+12 Total,6,,,3,,2
5.32E+12,2,13947,4,1,,2
5.32E+12,2,13956,4,1,,2
5.32E+12,2,14056,4,1,,2
5.32E+12,2,14066,4,1,,2
5.31929205070700E+12 Total,8,,,4,,2
5.32E+12,4,2180,2,1,,4
5.32E+12,4,2362,2,1,,4
5.32E+12,4,2365,2,1,,4
5.32E+12,4,2433,2,1,,4
5.32E+12,4,2523,2,1,,4
5.32E+12,4,2553,2,1,,4
5.31932454486100E+12 Total,24,,,6,,4
5.32E+12,4,11844,2,1,,4
5.31946150532500E+12 Total,4,,,1,,4
5.32E+12,4,15275,2,1,,4
5.31946463673700E+12 Total,4,,,1,,4
5.32E+12,4,17638,0,1,,4
5.32E+12,4,17675,0,1,,4
5.31947871085100E+12 Total,8,,,2,,4
5.32E+12,4,10365,2,1,,4
5.31950143191100E+12 Total,4,,,1,,4
5.32E+12,3,22476,4,1,,3
5.32E+12,3,22478,4,1,,3
5.32E+12,3,22674,4,1,,3
5.32E+12,3,22676,4,1,,3
5.32E+12,3,22765,4,1,,3
5.31950209675400E+12 Total,15,,,5,,3
5.32E+12,2,14057,6,1,,2
5.31951853875100E+12 Total,2,,,1,,2
5.32E+12,2,13926,4,1,,2
5.32E+12,2,13985,4,1,,2
5.32E+12,2,13987,4,1,,2
5.32E+12,2,14006,4,1,,2
5.32E+12,2,14180,4,1,,2
5.32E+12,2,14328,4,1,,2
5.32E+12,2,14346,4,1,,2
5.32E+12,2,14396,4,1,,2
5.32E+12,2,14400,4,1,,2
5.32E+12,2,14406,4,1,,2
5.32E+12,2,14499,4,1,,2
5.32E+12,2,14503,4,1,,2
5.32E+12,2,14515,4,1,,2
5.31980448579100E+12 Total,26,,,13,,2
5.32E+12,2,13920,4,1,,2
5.32E+12,2,13922,4,1,,2
5.32E+12,2,13930,4,1,,2
5.32E+12,2,13934,4,1,,2
5.32E+12,2,13936,4,1,,2
5.32E+12,2,13938,4,1,,2
5.32E+12,2,13940,4,1,,2
5.32E+12,2,13977,4,1,,2
5.32E+12,2,13981,4,1,,2
5.32E+12,2,14004,4,1,,2
5.32E+12,2,14188,4,1,,2
5.32E+12,2,14192,4,1,,2
5.32E+12,2,14336,4,1,,2
5.32E+12,2,14338,4,1,,2
5.32E+12,2,14342,4,1,,2
5.32E+12,2,14398,4,1,,2
5.32E+12,2,14507,4,1,,2
5.32E+12,2,14509,4,1,,2
5.32E+12,2,14511,4,1,,2
5.31980982121500E+12 Total,38,,,19,,2
5.32E+12,2,14077,6,1,,2
5.31983476415100E+12 Total,2,,,1,,2
5.32E+12,4,5519,2,1,,4
5.32E+12,4,5535,2,1,,4
5.32002980825800E+12 Total,8,,,2,,4
5.32E+12,2,14204,4,1,,2
5.32E+12,2,14210,4,1,,2
5.32E+12,2,14216,4,1,,2
5.32E+12,2,14222,4,1,,2
5.32005421087300E+12 Total,8,,,4,,2
5.32E+12,2,14085,6,1,,2
5.32E+12,2,14091,6,1,,2
5.32E+12,2,14109,6,1,,2
5.32E+12,2,14121,6,1,,2
5.32E+12,2,14133,6,1,,2
5.32E+12,2,14305,6,1,,2
5.32015300546900E+12 Total,12,,,6,,2
5.32E+12,2,14092,4,1,,2
5.32E+12,2,14312,4,1,,2
5.32E+12,2,14413,4,1,,2
5.32019918121300E+12 Total,6,,,3,,2
5.32E+12,2,14122,4,1,,2
5.32E+12,2,14134,4,1,,2
5.32E+12,2,14425,4,1,,2
5.32020451663700E+12 Total,6,,,3,,2
5.32E+12,4,15264,2,1,,4
5.32027917071300E+12 Total,4,,,1,,4
5.32E+12,2,13921,4,1,,2
5.32E+12,2,13927,4,1,,2
5.32E+12,2,13939,4,1,,2
5.32E+12,2,13941,4,1,,2
5.32E+12,2,13982,4,1,,2
5.32E+12,2,14005,4,1,,2
5.32E+12,2,14329,4,1,,2
5.32E+12,2,14337,4,1,,2
5.32E+12,2,14347,4,1,,2
5.32E+12,2,14397,4,1,,2
5.32E+12,2,14399,4,1,,2
5.32E+12,2,14508,4,1,,2
5.32E+12,2,14510,4,1,,2
5.32E+12,2,14512,4,1,,2
5.32032177397100E+12 Total,28,,,14,,2
5.32E+12,2,13948,4,1,,2
5.32E+12,2,13957,4,1,,2
5.32E+12,2,14067,4,1,,2
5.32034340212700E+12 Total,6,,,3,,2
5.32E+12,3,18656,4,1,,3
5.32E+12,3,18658,4,1,,3
5.32E+12,3,18662,4,1,,3
5.32E+12,3,18666,4,1,,3
5.32E+12,3,18676,4,1,,3
5.32062179460000E+12 Total,15,,,5,,3
5.32E+12,4,7737,0,1,,4
5.32062920949300E+12 Total,4,,,1,,4
5.32E+12,3,22381,4,1,,3
5.32E+12,3,22723,4,1,,3
5.32E+12,3,22801,4,1,,3
5.32074227830400E+12 Total,9,,,3,,3
5.32E+12,3,18660,4,1,,3
5.32E+12,3,18664,4,1,,3
5.32076643765000E+12 Total,6,,,2,,3
5.32E+12,4,12187,2,1,,4
5.32101461310100E+12 Total,4,,,1,,4
5.32E+12,2,14115,6,1,,2
5.32E+12,2,14293,6,1,,2
5.32E+12,2,14377,6,1,,2
5.32E+12,2,14424,6,1,,2
5.32E+12,2,14436,6,1,,2
5.32131586479300E+12 Total,10,,,5,,2
5.32E+12,2,14279,6,1,,2
5.32E+12,2,14299,6,1,,2
5.32E+12,2,14317,6,1,,2
5.32E+12,2,14359,6,1,,2
5.32E+12,2,14365,6,1,,2
5.32E+12,2,14412,6,1,,2
5.32132120021700E+12 Total,12,,,6,,2
5.32E+12,4,17591,0,1,,4
5.32134945147500E+12 Total,4,,,1,,4
5.32E+12,2,13952,4,1,,2
5.32136508893900E+12 Total,2,,,1,,2
5.32E+12,2,13917,4,1,,2
5.32E+12,2,13974,4,1,,2
5.32E+12,2,14325,4,1,,2
5.32E+12,2,14383,4,1,,2
5.32140135908700E+12 Total,8,,,4,,2
5.32E+12,2,13923,4,1,,2
5.32E+12,2,13931,4,1,,2
5.32E+12,2,13935,4,1,,2
5.32E+12,2,13937,4,1,,2
5.32E+12,2,13978,4,1,,2
5.32E+12,2,13996,4,1,,2
5.32E+12,2,14011,4,1,,2
5.32E+12,2,14017,4,1,,2
5.32E+12,2,14021,4,1,,2
5.32E+12,2,14025,4,1,,2
5.32E+12,2,14177,4,1,,2
5.32E+12,2,14189,4,1,,2
5.32E+12,2,14193,4,1,,2
5.32E+12,2,14195,4,1,,2
5.32E+12,2,14339,4,1,,2
5.32E+12,2,14343,4,1,,2
5.32E+12,2,14387,4,1,,2
5.32E+12,2,14403,4,1,,2
5.32E+12,2,14506,4,1,,2
5.32148463329500E+12 Total,38,,,19,,2
5.32E+12,2,13986,4,1,,2
5.32E+12,2,13988,4,1,,2
5.32E+12,2,13992,4,1,,2
5.32E+12,2,14007,4,1,,2
5.32E+12,2,14015,4,1,,2
5.32E+12,2,14175,4,1,,2
5.32E+12,2,14181,4,1,,2
5.32E+12,2,14185,4,1,,2
5.32E+12,2,14333,4,1,,2
5.32E+12,2,14389,4,1,,2
5.32E+12,2,14393,4,1,,2
5.32E+12,2,14401,4,1,,2
5.32E+12,2,14407,4,1,,2
5.32E+12,2,14498,4,1,,2
5.32E+12,2,14500,4,1,,2
5.32E+12,2,14504,4,1,,2
5.32E+12,2,14516,4,1,,2
5.32148996871900E+12 Total,34,,,17,,2
5.32E+12,3,13290,2,1,,3
5.32149577128100E+12 Total,3,,,1,,3
5.32E+12,4,7703,2,1,,4
5.32179625185300E+12 Total,4,,,1,,4
5.32E+12,4,3336,2,1,,4
5.32E+12,4,3432,2,1,,4
5.32190774329200E+12 Total,8,,,2,,4
5.32E+12,2,13955,2,1,,2
5.32E+12,2,13966,2,1,,2
5.32E+12,2,14065,2,1,,2
5.32E+12,2,14078,2,1,,2
5.32191944357100E+12 Total,8,,,4,,2
5.32E+12,3,13164,2,1,,3
5.32E+12,3,13172,2,1,,3
5.32193797616500E+12 Total,6,,,2,,3
5.32E+12,3,13216,0,1,,3
5.32E+12,3,13243,0,1,,3
5.32197802010500E+12 Total,6,,,2,,3
5.32E+12,3,18875,6,1,,3
5.32E+12,3,18995,6,1,,3
5.32200046184600E+12 Total,6,,,2,,3
5.32E+12,2,14064,4,1,,2
5.32217416531100E+12 Total,2,,,1,,2
5.32E+12,3,22272,4,1,,3
5.32E+12,3,22420,4,1,,3
5.32E+12,3,22481,4,1,,3
5.32E+12,3,22691,4,1,,3
5.32E+12,3,22768,4,1,,3
5.32225252333400E+12 Total,15,,,5,,3
5.32E+12,4,5511,2,1,,4
5.32238545129000E+12 Total,4,,,1,,4
5.32E+12,2,14264,6,1,,2
5.32242034112100E+12 Total,2,,,1,,2
5.32E+12,2,17483,6,1,,2
5.32E+12,2,17495,6,1,,2
5.32E+12,2,17499,6,1,,2
5.32244439845600E+12 Total,6,,,3,,2
5.32E+12,4,2333,0,1,,4
5.32E+12,4,2496,0,1,,4
5.32E+12,4,2622,0,1,,4
5.32248384894900E+12 Total,12,,,3,,4
5.32E+12,2,14001,4,1,,2
5.32E+12,2,14171,4,1,,2
5.32256421841100E+12 Total,4,,,2,,2
5.32E+12,2,14494,4,1,,2
5.32256955383500E+12 Total,2,,,1,,2
5.32E+12,2,13862,6,1,,2
5.32E+12,2,14105,6,1,,2
5.32E+12,2,14129,6,1,,2
5.32E+12,2,14135,6,1,,2
5.32E+12,2,14295,6,1,,2
5.32E+12,2,14307,6,1,,2
5.32E+12,2,14313,6,1,,2
5.32E+12,2,14414,6,1,,2
5.32260464959700E+12 Total,16,,,8,,2
5.32E+12,2,13969,4,1,,2
5.32E+12,2,14075,4,1,,2
5.32262699060300E+12 Total,4,,,2,,2
5.32E+12,4,12237,2,1,,4
5.32271472564500E+12 Total,4,,,1,,4
5.32E+12,2,14200,2,1,,2
5.32287433970500E+12 Total,2,,,1,,2
5.32E+12,2,13963,6,1,,2
5.32288171234300E+12 Total,2,,,1,,2
5.32E+12,2,14283,6,1,,2
5.32E+12,2,14434,6,1,,2
5.32299223083300E+12 Total,4,,,2,,2
5.32E+12,2,13882,6,1,,2
5.32E+12,2,14119,6,1,,2
5.32E+12,2,14357,6,1,,2
5.32E+12,2,14428,6,1,,2
5.32299756625700E+12 Total,8,,,4,,2
5.32E+12,2,13954,2,1,,2
5.32E+12,2,13959,2,1,,2
5.32E+12,2,13961,2,1,,2
5.32E+12,2,13968,2,1,,2
5.32E+12,2,14060,2,1,,2
5.32E+12,2,14062,2,1,,2
5.32E+12,2,14070,2,1,,2
5.32E+12,2,14072,2,1,,2
5.32E+12,2,14074,2,1,,2
5.32E+12,2,14080,2,1,,2
5.32299902868700E+12 Total,20,,,10,,2
5.32E+12,3,22129,2,1,,3
5.32308344390600E+12 Total,3,,,1,,3
5.32E+12,4,15262,2,1,,4
5.32312543100900E+12 Total,4,,,1,,4
5.32E+12,3,22410,4,1,,3
5.32329484628000E+12 Total,3,,,1,,3
5.32E+12,4,12180,2,1,,4
5.32344444020500E+12 Total,4,,,1,,4
5.32E+12,4,12152,2,1,,4
5.32E+12,4,12188,2,1,,4
5.32347509480500E+12 Total,8,,,2,,4
5.32E+12,4,7206,2,1,,4
5.32350425546100E+12 Total,4,,,1,,4
5.32E+12,2,14267,6,1,,2
5.32358853586900E+12 Total,2,,,1,,2
5.32E+12,4,12203,2,1,,4
5.32360748820500E+12 Total,4,,,1,,4
5.32E+12,3,13189,4,1,,3
5.32E+12,3,13295,4,1,,3
5.32369947513100E+12 Total,6,,,2,,3
5.32E+12,2,13951,4,1,,2
5.32370657571900E+12 Total,2,,,1,,2
5.32E+12,4,2330,4,1,,4
5.32E+12,4,2359,4,1,,4
5.32E+12,4,2493,4,1,,4
5.32E+12,4,2586,4,1,,4
5.32E+12,4,2588,4,1,,4
5.32E+12,4,2590,4,1,,4
5.32E+12,4,2619,4,1,,4
5.32E+12,4,2648,4,1,,4
5.32E+12,4,2677,4,1,,4
5.32E+12,4,2679,4,1,,4
5.32E+12,4,2870,4,1,,4
5.32E+12,4,2872,4,1,,4
5.32376300420500E+12 Total,48,,,12,,4
5.32E+12,2,14117,6,1,,2
5.32E+12,2,14281,6,1,,2
5.32E+12,2,14373,6,1,,2
5.32E+12,2,14420,6,1,,2
5.32E+12,2,14426,6,1,,2
5.32376750892100E+12 Total,10,,,5,,2
5.32E+12,2,13880,6,1,,2
5.32E+12,2,14099,6,1,,2
5.32E+12,2,14269,6,1,,2
5.32377284434500E+12 Total,6,,,3,,2
5.32E+12,2,17491,6,1,,2
5.32406165260800E+12 Total,2,,,1,,2
5.32E+12,4,17945,0,1,,4
5.32418584089800E+12 Total,4,,,1,,4
5.32E+12,2,17490,8,1,,2
5.32420727541600E+12 Total,2,,,1,,2
5.32E+12,2,13958,6,1,,2
5.32422031201500E+12 Total,2,,,1,,2
5.32E+12,2,17502,8,1,,2
5.32431037078400E+12 Total,2,,,1,,2
5.32E+12,4,15259,2,1,,4
5.32432249826100E+12 Total,4,,,1,,4
5.32E+12,2,13932,4,1,,2
5.32E+12,2,13989,4,1,,2
5.32E+12,2,14002,4,1,,2
5.32E+12,2,14008,4,1,,2
5.32E+12,2,14012,4,1,,2
5.32E+12,2,14018,4,1,,2
5.32E+12,2,14022,4,1,,2
5.32E+12,2,14172,4,1,,2
5.32E+12,2,14178,4,1,,2
5.32E+12,2,14182,4,1,,2
5.32E+12,2,14186,4,1,,2
5.32E+12,2,14334,4,1,,2
5.32E+12,2,14340,4,1,,2
5.32E+12,2,14404,4,1,,2
5.32E+12,2,14495,4,1,,2
5.32433701838700E+12 Total,30,,,15,,2
5.32E+12,2,13864,6,1,,2
5.32E+12,2,14309,6,1,,2
5.32E+12,2,14315,6,1,,2
5.32443645896900E+12 Total,6,,,3,,2
5.32E+12,3,13270,2,1,,3
5.32450983324700E+12 Total,3,,,1,,3
5.32E+12,4,2303,4,1,,4
5.32E+12,4,2592,4,1,,4
5.32E+12,4,2650,4,1,,4
5.32E+12,4,2681,4,1,,4
5.32E+12,4,2757,4,1,,4
5.32E+12,4,2816,4,1,,4
5.32E+12,4,2843,4,1,,4
5.32E+12,4,2874,4,1,,4
5.32470744606100E+12 Total,32,,,8,,4
5.32E+12,4,15265,2,1,,4
5.32475767933300E+12 Total,4,,,1,,4
5.32E+12,4,810,2,1,,4
5.32496050195400E+12 Total,4,,,1,,4
5.33E+12,2,13836,2,1,,2
5.33E+12,2,13838,2,1,,2
5.33E+12,2,13842,2,1,,2
5.33E+12,2,13844,2,1,,2
5.33E+12,2,13848,2,1,,2
5.33E+12,2,13850,2,1,,2
5.33E+12,2,13854,2,1,,2
5.33E+12,2,13856,2,1,,2
5.33E+12,2,13892,2,1,,2
5.33E+12,2,13894,2,1,,2
5.33E+12,2,13896,2,1,,2
5.33E+12,2,13898,2,1,,2
5.33E+12,2,13900,2,1,,2
5.33E+12,2,13904,2,1,,2
5.33E+12,2,13906,2,1,,2
5.33E+12,2,13908,2,1,,2
5.33E+12,2,13910,2,1,,2
5.33E+12,2,14030,2,1,,2
5.33E+12,2,14032,2,1,,2
5.33E+12,2,14034,2,1,,2
5.33E+12,2,14036,2,1,,2
5.33E+12,2,14040,2,1,,2
5.33E+12,2,14044,2,1,,2
5.33E+12,2,14048,2,1,,2
5.33E+12,2,14050,2,1,,2
5.33E+12,2,14144,2,1,,2
5.33E+12,2,14146,2,1,,2
5.33E+12,2,14148,2,1,,2
5.33E+12,2,14150,2,1,,2
5.33E+12,2,14154,2,1,,2
5.33E+12,2,14156,2,1,,2
5.33E+12,2,14160,2,1,,2
5.33E+12,2,14164,2,1,,2
5.33E+12,2,14235,2,1,,2
5.33E+12,2,14239,2,1,,2
5.33E+12,2,14241,2,1,,2
5.33E+12,2,14243,2,1,,2
5.33E+12,2,14247,2,1,,2
5.33E+12,2,14249,2,1,,2
5.33E+12,2,14251,2,1,,2
5.33E+12,2,14255,2,1,,2
5.33E+12,2,14441,2,1,,2
5.33E+12,2,14443,2,1,,2
5.33E+12,2,14447,2,1,,2
5.33E+12,2,14451,2,1,,2
5.33E+12,2,14453,2,1,,2
5.33E+12,2,14455,2,1,,2
5.33E+12,2,14457,2,1,,2
5.33E+12,2,14459,2,1,,2
5.33E+12,2,14461,2,1,,2
5.32508673174300E+12 Total,100,,,50,,2
5.33E+12,3,18877,6,1,,3
5.33E+12,3,18883,6,1,,3
5.33E+12,3,19005,6,1,,3
5.32524682539800E+12 Total,9,,,3,,3
5.33E+12,3,22689,2,1,,3
5.33E+12,3,22795,2,1,,3
5.32525376781200E+12 Total,6,,,2,,3
5.33E+12,2,13919,4,1,,2
5.33E+12,2,13925,4,1,,2
5.33E+12,2,13929,4,1,,2
5.33E+12,2,13976,4,1,,2
5.33E+12,2,13984,4,1,,2
5.33E+12,2,14191,4,1,,2
5.33E+12,2,14327,4,1,,2
5.33E+12,2,14345,4,1,,2
5.33E+12,2,14395,4,1,,2
5.33E+12,2,14514,4,1,,2
5.33E+12,2,14518,4,1,,2
5.32541967843500E+12 Total,22,,,11,,2
5.33E+12,2,13918,4,1,,2
5.33E+12,2,13928,4,1,,2
5.33E+12,2,13975,4,1,,2
5.33E+12,2,13993,4,1,,2
5.33E+12,2,14348,4,1,,2
5.33E+12,2,14384,4,1,,2
5.33E+12,2,14390,4,1,,2
5.33E+12,2,14394,4,1,,2
5.33E+12,2,14501,4,1,,2
5.33E+12,2,14517,4,1,,2
5.32549987771100E+12 Total,20,,,10,,2
