FingerPrint,Week,Iteration,Unscheduled,Count ,,
5.43E+12,3,8084,0,1,,3
5.43E+12,3,8115,0,1,,3
5.43E+12,3,8143,0,1,,3
5.43E+12,3,8172,0,1,,3
5.43E+12,3,8203,0,1,,3
5.43E+12,3,8358,0,1,,3
5.43E+12,3,8387,0,1,,3
5.43E+12,3,8415,0,1,,3
5.43E+12,3,8445,0,1,,3
5.43E+12,3,8473,0,1,,3
5.43E+12,3,8506,0,1,,3
5.43E+12,3,8542,0,1,,3
5.43426029926000E+12 Total,51,,,17,,3
5.43E+12,3,11016,6,1,,3
5.43430138102500E+12 Total,3,,,1,,3
5.43E+12,3,2192,4,1,,3
5.43E+12,3,2208,4,1,,3
5.43E+12,3,2242,4,1,,3
5.43E+12,3,2246,4,1,,3
5.43E+12,3,2248,4,1,,3
5.43E+12,3,2280,4,1,,3
5.43E+12,3,2282,4,1,,3
5.43E+12,3,2284,4,1,,3
5.43E+12,3,2309,4,1,,3
5.43E+12,3,2311,4,1,,3
5.43E+12,3,2313,4,1,,3
5.43E+12,3,2326,4,1,,3
5.43E+12,3,2371,4,1,,3
5.43E+12,3,2437,4,1,,3
5.43E+12,3,2474,4,1,,3
5.43E+12,3,2476,4,1,,3
5.43E+12,3,2492,4,1,,3
5.43E+12,3,2596,4,1,,3
5.43E+12,3,2598,4,1,,3
5.43E+12,3,2605,4,1,,3
5.43E+12,3,2617,4,1,,3
5.43E+12,3,2654,4,1,,3
5.43E+12,3,2658,4,1,,3
5.43E+12,3,2665,4,1,,3
5.43E+12,3,2667,4,1,,3
5.43E+12,3,2669,4,1,,3
5.43E+12,3,2671,4,1,,3
5.43E+12,3,2673,4,1,,3
5.43E+12,3,2685,4,1,,3
5.43E+12,3,2689,4,1,,3
5.43E+12,3,2691,4,1,,3
5.43E+12,3,2734,4,1,,3
5.43E+12,3,2759,4,1,,3
5.43E+12,3,2791,4,1,,3
5.43E+12,3,2835,4,1,,3
5.43E+12,3,2845,4,1,,3
5.43E+12,3,2849,4,1,,3
5.43E+12,3,2851,4,1,,3
5.43E+12,3,2858,4,1,,3
5.43E+12,3,2860,4,1,,3
5.43E+12,3,2880,4,1,,3
5.43E+12,3,2884,4,1,,3
5.43E+12,3,2920,4,1,,3
5.43432417218500E+12 Total,129,,,43,,3
5.43E+12,3,9391,6,1,,3
5.43434143490900E+12 Total,3,,,1,,3
5.43E+12,2,18818,2,1,,2
5.43E+12,2,18820,2,1,,2
5.43E+12,2,18828,2,1,,2
5.43E+12,2,18830,2,1,,2
5.43439076185000E+12 Total,8,,,4,,2
5.43E+12,3,17922,2,1,,3
5.43E+12,3,17924,2,1,,3
5.43E+12,3,17926,2,1,,3
5.43E+12,3,17928,2,1,,3
5.43E+12,3,17930,2,1,,3
5.43E+12,3,17936,2,1,,3
5.43E+12,3,17938,2,1,,3
5.43E+12,3,17940,2,1,,3
5.43E+12,3,17942,2,1,,3
5.43E+12,3,17944,2,1,,3
5.43442409074800E+12 Total,30,,,10,,3
5.43E+12,3,118,2,1,,3
5.43443836360500E+12 Total,3,,,1,,3
5.43E+12,3,1461,4,1,,3
5.43446798378100E+12 Total,3,,,1,,3
5.43E+12,2,18505,4,1,,2
5.43E+12,2,18529,4,1,,2
5.43448040955700E+12 Total,4,,,2,,2
5.43E+12,3,7682,2,1,,3
5.43E+12,3,7728,2,1,,3
5.43448753699100E+12 Total,6,,,2,,3
5.43E+12,3,7881,4,1,,3
5.43E+12,3,8038,4,1,,3
5.43E+12,3,8040,4,1,,3
5.43E+12,3,8051,4,1,,3
5.43E+12,3,8082,4,1,,3
5.43E+12,3,8110,4,1,,3
5.43E+12,3,8112,4,1,,3
5.43E+12,3,8290,4,1,,3
5.43E+12,3,8354,4,1,,3
5.43E+12,3,8504,4,1,,3
5.43E+12,3,8534,4,1,,3
5.43451661210200E+12 Total,33,,,11,,3
5.43E+12,3,7015,2,1,,3
5.43453924126900E+12 Total,3,,,1,,3
5.43E+12,2,21808,4,1,,2
5.43E+12,2,21872,4,1,,2
5.43454359651900E+12 Total,4,,,2,,2
5.43E+12,2,18525,4,1,,2
5.43470068508100E+12 Total,2,,,1,,2
5.43E+12,3,9477,4,1,,3
5.43474555170900E+12 Total,3,,,1,,3
5.43E+12,3,1242,4,1,,3
5.43484901320200E+12 Total,3,,,1,,3
5.43E+12,2,18398,4,1,,2
5.43E+12,2,18423,4,1,,2
5.43E+12,2,18433,4,1,,2
5.43485463798100E+12 Total,6,,,3,,2
5.43E+12,3,3903,2,1,,3
5.43E+12,3,4023,2,1,,3
5.43E+12,3,4026,2,1,,3
5.43E+12,3,4155,2,1,,3
5.43E+12,3,4236,2,1,,3
5.43E+12,3,4503,2,1,,3
5.43487342071800E+12 Total,18,,,6,,3
5.43E+12,3,1494,2,1,,3
5.43489037570500E+12 Total,3,,,1,,3
5.43E+12,2,21890,6,1,,2
5.43E+12,2,22015,6,1,,2
5.43E+12,2,22027,6,1,,2
5.43E+12,2,22039,6,1,,2
5.43492072110700E+12 Total,8,,,4,,2
5.43E+12,2,21479,4,1,,2
5.43E+12,2,21515,4,1,,2
5.43E+12,2,21519,4,1,,2
5.43E+12,2,21524,4,1,,2
5.43E+12,2,21581,4,1,,2
5.43E+12,2,21717,4,1,,2
5.43E+12,2,21729,4,1,,2
5.43E+12,2,21737,4,1,,2
5.43E+12,2,21827,4,1,,2
5.43E+12,2,21835,4,1,,2
5.43E+12,2,21860,4,1,,2
5.43493312010700E+12 Total,22,,,11,,2
5.43E+12,3,9397,6,1,,3
5.43497136867500E+12 Total,3,,,1,,3
5.43E+12,3,3023,2,1,,3
5.43E+12,3,3093,2,1,,3
5.43E+12,3,3272,2,1,,3
5.43E+12,3,3525,2,1,,3
5.43497433519800E+12 Total,12,,,4,,3
5.44E+12,3,8801,2,1,,3
5.43501816263000E+12 Total,3,,,1,,3
5.44E+12,3,9048,2,1,,3
5.43506871400200E+12 Total,3,,,1,,3
5.44E+12,3,8008,2,1,,3
5.44E+12,3,8010,2,1,,3
5.44E+12,3,8044,2,1,,3
5.44E+12,3,8049,2,1,,3
5.44E+12,3,8199,2,1,,3
5.44E+12,3,8500,2,1,,3
5.44E+12,3,8502,2,1,,3
5.44E+12,3,8538,2,1,,3
5.44E+12,3,8540,2,1,,3
5.43516098220400E+12 Total,27,,,9,,3
5.44E+12,2,18814,2,1,,2
5.44E+12,2,18822,2,1,,2
5.44E+12,2,18824,2,1,,2
5.44E+12,2,18832,2,1,,2
5.44E+12,2,18834,2,1,,2
5.44E+12,2,18836,2,1,,2
5.43521356419400E+12 Total,12,,,6,,2
5.44E+12,3,176,2,1,,3
5.44E+12,3,180,2,1,,3
5.44E+12,3,182,2,1,,3
5.44E+12,3,184,2,1,,3
5.44E+12,3,190,2,1,,3
5.44E+12,3,192,2,1,,3
5.44E+12,3,194,2,1,,3
5.44E+12,3,198,2,1,,3
5.44E+12,3,200,2,1,,3
5.43527116839300E+12 Total,27,,,9,,3
5.44E+12,3,2040,4,1,,3
5.44E+12,3,2042,4,1,,3
5.44E+12,3,2046,4,1,,3
5.44E+12,3,2048,4,1,,3
5.44E+12,3,2050,4,1,,3
5.43529095555900E+12 Total,15,,,5,,3
5.44E+12,3,7761,2,1,,3
5.43541100237100E+12 Total,3,,,1,,3
5.44E+12,3,206,2,1,,3
5.44E+12,3,208,2,1,,3
5.44E+12,3,210,2,1,,3
5.44E+12,3,212,2,1,,3
5.44E+12,3,214,2,1,,3
5.44E+12,3,216,2,1,,3
5.44E+12,3,218,2,1,,3
5.44E+12,3,220,2,1,,3
5.44E+12,3,222,2,1,,3
5.44E+12,3,224,2,1,,3
5.44E+12,3,226,2,1,,3
5.44E+12,3,228,2,1,,3
5.43541600240500E+12 Total,36,,,12,,3
5.44E+12,3,9572,6,1,,3
5.43550376861100E+12 Total,3,,,1,,3
5.44E+12,3,8815,4,1,,3
5.43552103560800E+12 Total,3,,,1,,3
5.44E+12,3,7306,2,1,,3
5.43553370680300E+12 Total,3,,,1,,3
5.44E+12,3,7701,4,1,,3
5.43562450364300E+12 Total,3,,,1,,3
5.44E+12,2,18510,4,1,,2
5.43570801062100E+12 Total,2,,,1,,2
5.44E+12,3,114,4,1,,3
5.43572477974500E+12 Total,3,,,1,,3
5.44E+12,3,2003,2,1,,3
5.43573286101300E+12 Total,3,,,1,,3
5.44E+12,3,30,4,1,,3
5.44E+12,3,32,4,1,,3
5.44E+12,3,38,4,1,,3
5.43576811412500E+12 Total,9,,,3,,3
5.44E+12,3,9578,4,1,,3
5.44E+12,3,9586,4,1,,3
5.44E+12,3,9588,4,1,,3
5.44E+12,3,9590,4,1,,3
5.44E+12,3,9592,4,1,,3
5.43581566718100E+12 Total,15,,,5,,3
5.44E+12,3,9698,4,1,,3
5.43588037982300E+12 Total,3,,,1,,3
5.44E+12,2,21582,6,1,,2
5.44E+12,2,21619,6,1,,2
5.43591125462700E+12 Total,4,,,2,,2
5.44E+12,2,10646,4,1,,2
5.43591410000900E+12 Total,2,,,1,,2
5.44E+12,3,1577,4,1,,3
5.43593565971700E+12 Total,3,,,1,,3
5.44E+12,3,370,2,1,,3
5.43595309955300E+12 Total,3,,,1,,3
5.44E+12,3,9905,8,1,,3
5.43596223098500E+12 Total,3,,,1,,3
5.44E+12,3,7016,4,1,,3
5.43599280339900E+12 Total,3,,,1,,3
5.44E+12,3,9712,6,1,,3
5.43606499910900E+12 Total,3,,,1,,3
5.44E+12,3,8258,4,1,,3
5.44E+12,3,8352,4,1,,3
5.44E+12,3,8413,4,1,,3
5.44E+12,3,8532,4,1,,3
5.43609071680600E+12 Total,12,,,4,,3
5.44E+12,2,21481,2,1,,2
5.44E+12,2,21483,2,1,,2
5.44E+12,2,21485,2,1,,2
5.44E+12,2,21487,2,1,,2
5.44E+12,2,21489,2,1,,2
5.44E+12,2,21491,2,1,,2
5.44E+12,2,21494,2,1,,2
5.44E+12,2,21498,2,1,,2
5.44E+12,2,21507,2,1,,2
5.44E+12,2,21509,2,1,,2
5.44E+12,2,21511,2,1,,2
5.44E+12,2,21513,2,1,,2
5.44E+12,2,21517,2,1,,2
5.44E+12,2,21521,2,1,,2
5.44E+12,2,21522,2,1,,2
5.44E+12,2,21526,2,1,,2
5.44E+12,2,21533,2,1,,2
5.44E+12,2,21535,2,1,,2
5.44E+12,2,21537,2,1,,2
5.44E+12,2,21541,2,1,,2
5.44E+12,2,21545,2,1,,2
5.44E+12,2,21547,2,1,,2
5.44E+12,2,21549,2,1,,2
5.44E+12,2,21552,2,1,,2
5.44E+12,2,21553,2,1,,2
5.44E+12,2,21554,2,1,,2
5.44E+12,2,21561,2,1,,2
5.44E+12,2,21565,2,1,,2
5.44E+12,2,21569,2,1,,2
5.44E+12,2,21571,2,1,,2
5.44E+12,2,21575,2,1,,2
5.44E+12,2,21577,2,1,,2
5.44E+12,2,21583,2,1,,2
5.44E+12,2,21584,2,1,,2
5.44E+12,2,21589,2,1,,2
5.44E+12,2,21591,2,1,,2
5.44E+12,2,21592,2,1,,2
5.44E+12,2,21594,2,1,,2
5.44E+12,2,21595,2,1,,2
5.44E+12,2,21597,2,1,,2
5.44E+12,2,21603,2,1,,2
5.44E+12,2,21605,2,1,,2
5.44E+12,2,21609,2,1,,2
5.44E+12,2,21610,2,1,,2
5.44E+12,2,21611,2,1,,2
5.44E+12,2,21616,2,1,,2
5.44E+12,2,21620,2,1,,2
5.44E+12,2,21622,2,1,,2
5.44E+12,2,21624,2,1,,2
5.44E+12,2,21625,2,1,,2
5.44E+12,2,21626,2,1,,2
5.44E+12,2,21628,2,1,,2
5.44E+12,2,21630,2,1,,2
5.44E+12,2,21632,2,1,,2
5.44E+12,2,21634,2,1,,2
5.44E+12,2,21636,2,1,,2
5.44E+12,2,21637,2,1,,2
5.44E+12,2,21639,2,1,,2
5.44E+12,2,21643,2,1,,2
5.44E+12,2,21645,2,1,,2
5.44E+12,2,21649,2,1,,2
5.44E+12,2,21653,2,1,,2
5.44E+12,2,21656,2,1,,2
5.44E+12,2,21659,2,1,,2
5.44E+12,2,21661,2,1,,2
5.44E+12,2,21663,2,1,,2
5.44E+12,2,21665,2,1,,2
5.44E+12,2,21676,2,1,,2
5.44E+12,2,21678,2,1,,2
5.44E+12,2,21680,2,1,,2
5.44E+12,2,21682,2,1,,2
5.44E+12,2,21684,2,1,,2
5.44E+12,2,21686,2,1,,2
5.44E+12,2,21689,2,1,,2
5.44E+12,2,21693,2,1,,2
5.44E+12,2,21695,2,1,,2
5.44E+12,2,21700,2,1,,2
5.44E+12,2,21706,2,1,,2
5.44E+12,2,21707,2,1,,2
5.44E+12,2,21709,2,1,,2
5.44E+12,2,21711,2,1,,2
5.44E+12,2,21713,2,1,,2
5.44E+12,2,21715,2,1,,2
5.44E+12,2,21720,2,1,,2
5.44E+12,2,21722,2,1,,2
5.44E+12,2,21723,2,1,,2
5.44E+12,2,21727,2,1,,2
5.44E+12,2,21734,2,1,,2
5.44E+12,2,21739,2,1,,2
5.44E+12,2,21741,2,1,,2
5.44E+12,2,21743,2,1,,2
5.44E+12,2,21747,2,1,,2
5.44E+12,2,21750,2,1,,2
5.44E+12,2,21752,2,1,,2
5.44E+12,2,21754,2,1,,2
5.44E+12,2,21755,2,1,,2
5.44E+12,2,21758,2,1,,2
5.44E+12,2,21760,2,1,,2
5.44E+12,2,21762,2,1,,2
5.44E+12,2,21764,2,1,,2
5.44E+12,2,21766,2,1,,2
5.44E+12,2,21768,2,1,,2
5.44E+12,2,21772,2,1,,2
5.44E+12,2,21773,2,1,,2
5.44E+12,2,21774,2,1,,2
5.44E+12,2,21777,2,1,,2
5.44E+12,2,21779,2,1,,2
5.44E+12,2,21781,2,1,,2
5.44E+12,2,21782,2,1,,2
5.44E+12,2,21784,2,1,,2
5.44E+12,2,21786,2,1,,2
5.44E+12,2,21787,2,1,,2
5.44E+12,2,21789,2,1,,2
5.44E+12,2,21790,2,1,,2
5.44E+12,2,21793,2,1,,2
5.44E+12,2,21795,2,1,,2
5.44E+12,2,21797,2,1,,2
5.44E+12,2,21799,2,1,,2
5.44E+12,2,21801,2,1,,2
5.44E+12,2,21802,2,1,,2
5.44E+12,2,21804,2,1,,2
5.44E+12,2,21805,2,1,,2
5.44E+12,2,21812,2,1,,2
5.44E+12,2,21815,2,1,,2
5.44E+12,2,21819,2,1,,2
5.44E+12,2,21821,2,1,,2
5.44E+12,2,21823,2,1,,2
5.44E+12,2,21825,2,1,,2
5.44E+12,2,21829,2,1,,2
5.44E+12,2,21831,2,1,,2
5.44E+12,2,21843,2,1,,2
5.44E+12,2,21845,2,1,,2
5.44E+12,2,21846,2,1,,2
5.44E+12,2,21850,2,1,,2
5.44E+12,2,21854,2,1,,2
5.44E+12,2,21855,2,1,,2
5.44E+12,2,21857,2,1,,2
5.44E+12,2,21862,2,1,,2
5.44E+12,2,21864,2,1,,2
5.44E+12,2,21875,2,1,,2
5.44E+12,2,21878,2,1,,2
5.44E+12,2,21879,2,1,,2
5.44E+12,2,21881,2,1,,2
5.44E+12,2,21883,2,1,,2
5.44E+12,2,21885,2,1,,2
5.44E+12,2,21887,2,1,,2
5.44E+12,2,21891,2,1,,2
5.44E+12,2,21893,2,1,,2
5.44E+12,2,21900,2,1,,2
5.44E+12,2,21902,2,1,,2
5.44E+12,2,21904,2,1,,2
5.44E+12,2,21905,2,1,,2
5.44E+12,2,21907,2,1,,2
5.44E+12,2,21911,2,1,,2
5.44E+12,2,21913,2,1,,2
5.44E+12,2,21915,2,1,,2
5.44E+12,2,21916,2,1,,2
5.44E+12,2,21917,2,1,,2
5.44E+12,2,21920,2,1,,2
5.44E+12,2,21921,2,1,,2
5.44E+12,2,21923,2,1,,2
5.44E+12,2,21926,2,1,,2
5.44E+12,2,21928,2,1,,2
5.44E+12,2,21930,2,1,,2
5.44E+12,2,21932,2,1,,2
5.44E+12,2,21934,2,1,,2
5.44E+12,2,21936,2,1,,2
5.44E+12,2,21940,2,1,,2
5.44E+12,2,21942,2,1,,2
5.44E+12,2,21944,2,1,,2
5.44E+12,2,21946,2,1,,2
5.44E+12,2,21948,2,1,,2
5.44E+12,2,21952,2,1,,2
5.44E+12,2,21953,2,1,,2
5.44E+12,2,21954,2,1,,2
5.44E+12,2,21955,2,1,,2
5.44E+12,2,21956,2,1,,2
5.44E+12,2,21958,2,1,,2
5.44E+12,2,21959,2,1,,2
5.44E+12,2,21961,2,1,,2
5.44E+12,2,21963,2,1,,2
5.44E+12,2,21965,2,1,,2
5.44E+12,2,21967,2,1,,2
5.44E+12,2,21969,2,1,,2
5.44E+12,2,21971,2,1,,2
5.44E+12,2,21972,2,1,,2
5.44E+12,2,21976,2,1,,2
5.44E+12,2,21980,2,1,,2
5.44E+12,2,21982,2,1,,2
5.44E+12,2,21986,2,1,,2
5.44E+12,2,21988,2,1,,2
5.44E+12,2,21989,2,1,,2
5.44E+12,2,21992,2,1,,2
5.44E+12,2,21997,2,1,,2
5.44E+12,2,22001,2,1,,2
5.44E+12,2,22003,2,1,,2
5.44E+12,2,22006,2,1,,2
5.44E+12,2,22008,2,1,,2
5.44E+12,2,22012,2,1,,2
5.44E+12,2,22018,2,1,,2
5.44E+12,2,22020,2,1,,2
5.44E+12,2,22022,2,1,,2
5.44E+12,2,22024,2,1,,2
5.44E+12,2,22029,2,1,,2
5.44E+12,2,22035,2,1,,2
5.44E+12,2,22042,2,1,,2
5.44E+12,2,22045,2,1,,2
5.44E+12,2,22047,2,1,,2
5.44E+12,2,22049,2,1,,2
5.44E+12,2,22053,2,1,,2
5.44E+12,2,22055,2,1,,2
5.44E+12,2,22057,2,1,,2
5.44E+12,2,22059,2,1,,2
5.43622002538300E+12 Total,426,,,213,,2
5.44E+12,3,532,4,1,,3
5.43622294131100E+12 Total,3,,,1,,3
5.44E+12,2,10619,4,1,,2
5.44E+12,2,10659,4,1,,2
5.44E+12,2,10697,4,1,,2
5.43623208813700E+12 Total,6,,,3,,2
5.44E+12,3,15330,2,1,,3
5.43625757146500E+12 Total,3,,,1,,3
5.44E+12,2,18815,2,1,,2
5.44E+12,2,18823,2,1,,2
5.44E+12,2,18825,2,1,,2
5.44E+12,2,18833,2,1,,2
5.44E+12,2,18835,2,1,,2
5.44E+12,2,18837,2,1,,2
5.43626763505400E+12 Total,12,,,6,,2
5.44E+12,3,15371,0,1,,3
5.44E+12,3,15400,0,1,,3
5.44E+12,3,15493,0,1,,3
5.44E+12,3,15522,0,1,,3
5.44E+12,3,15753,0,1,,3
5.44E+12,3,15881,0,1,,3
5.44E+12,3,15912,0,1,,3
5.43629892045900E+12 Total,21,,,7,,3
5.44E+12,3,7715,2,1,,3
5.44E+12,3,7731,2,1,,3
5.43635750138300E+12 Total,6,,,2,,3
5.44E+12,3,83,4,1,,3
5.44E+12,3,99,4,1,,3
5.43639439987700E+12 Total,6,,,2,,3
5.44E+12,3,7025,4,1,,3
5.43644455598700E+12 Total,3,,,1,,3
5.44E+12,3,1659,2,1,,3
5.43646271748300E+12 Total,3,,,1,,3
5.44E+12,3,67,2,1,,3
5.43648989866900E+12 Total,3,,,1,,3
5.44E+12,2,18512,4,1,,2
5.44E+12,2,18516,4,1,,2
5.44E+12,2,18518,4,1,,2
5.43653081296500E+12 Total,6,,,3,,2
5.44E+12,2,18381,4,1,,2
5.43660546828900E+12 Total,2,,,1,,2
5.44E+12,2,18388,6,1,,2
5.44E+12,2,18390,6,1,,2
5.44E+12,2,18392,6,1,,2
5.44E+12,2,18394,6,1,,2
5.44E+12,2,18413,6,1,,2
5.44E+12,2,18421,6,1,,2
5.43662905405700E+12 Total,12,,,6,,2
5.44E+12,2,18508,4,1,,2
5.43675108848900E+12 Total,2,,,1,,2
5.44E+12,3,1606,2,1,,3
5.43682664611500E+12 Total,3,,,1,,3
5.44E+12,2,18817,2,1,,2
5.44E+12,2,18819,2,1,,2
5.44E+12,2,18827,2,1,,2
5.44E+12,2,18829,2,1,,2
5.43709043739800E+12 Total,8,,,4,,2
5.44E+12,3,543,4,1,,3
5.44E+12,3,545,4,1,,3
5.44E+12,3,547,4,1,,3
5.44E+12,3,551,4,1,,3
5.43710736004300E+12 Total,12,,,4,,3
5.44E+12,2,10551,4,1,,2
5.43719307365300E+12 Total,2,,,1,,2
5.44E+12,3,8795,4,1,,3
5.43721198421000E+12 Total,3,,,1,,3
5.44E+12,3,12161,4,1,,3
5.43724018882900E+12 Total,3,,,1,,3
5.44E+12,3,40,4,1,,3
5.43730986015700E+12 Total,3,,,1,,3
5.44E+12,2,21867,4,1,,2
5.44E+12,2,21950,4,1,,2
5.43735226295500E+12 Total,4,,,2,,2
5.44E+12,2,18506,4,1,,2
5.44E+12,2,18522,4,1,,2
5.43736494565300E+12 Total,4,,,2,,2
5.44E+12,3,205,2,1,,3
5.43738950364300E+12 Total,3,,,1,,3
5.44E+12,3,7828,4,1,,3
5.43745837814600E+12 Total,3,,,1,,3
5.44E+12,3,9505,4,1,,3
5.43749696042500E+12 Total,3,,,1,,3
5.44E+12,3,64,4,1,,3
5.43750541650100E+12 Total,3,,,1,,3
5.44E+12,2,10670,4,1,,2
5.44E+12,2,10710,4,1,,2
5.43751106178100E+12 Total,4,,,2,,2
5.44E+12,2,21482,4,1,,2
5.44E+12,2,21532,4,1,,2
5.44E+12,2,21540,4,1,,2
5.44E+12,2,21548,4,1,,2
5.44E+12,2,21588,4,1,,2
5.44E+12,2,21593,4,1,,2
5.44E+12,2,21629,4,1,,2
5.44E+12,2,21638,4,1,,2
5.44E+12,2,21648,4,1,,2
5.44E+12,2,21660,4,1,,2
5.44E+12,2,21662,4,1,,2
5.44E+12,2,21664,4,1,,2
5.44E+12,2,21679,4,1,,2
5.44E+12,2,21708,4,1,,2
5.44E+12,2,21710,4,1,,2
5.44E+12,2,21714,4,1,,2
5.44E+12,2,21721,4,1,,2
5.44E+12,2,21733,4,1,,2
5.44E+12,2,21765,4,1,,2
5.44E+12,2,21771,4,1,,2
5.44E+12,2,21780,4,1,,2
5.44E+12,2,21822,4,1,,2
5.44E+12,2,21828,4,1,,2
5.44E+12,2,21830,4,1,,2
5.44E+12,2,21844,4,1,,2
5.44E+12,2,21863,4,1,,2
5.44E+12,2,21882,4,1,,2
5.44E+12,2,21912,4,1,,2
5.44E+12,2,21914,4,1,,2
5.44E+12,2,21929,4,1,,2
5.44E+12,2,21931,4,1,,2
5.44E+12,2,21941,4,1,,2
5.44E+12,2,21957,4,1,,2
5.44E+12,2,21960,4,1,,2
5.44E+12,2,21962,4,1,,2
5.44E+12,2,21964,4,1,,2
5.44E+12,2,21968,4,1,,2
5.44E+12,2,21970,4,1,,2
5.44E+12,2,21985,4,1,,2
5.44E+12,2,22002,4,1,,2
5.44E+12,2,22007,4,1,,2
5.44E+12,2,22021,4,1,,2
5.44E+12,2,22061,4,1,,2
5.43758768349100E+12 Total,86,,,43,,2
5.44E+12,3,7717,2,1,,3
5.43761149388900E+12 Total,3,,,1,,3
5.44E+12,2,18414,4,1,,2
5.43764854615700E+12 Total,2,,,1,,2
5.44E+12,3,2058,2,1,,3
5.43765063950700E+12 Total,3,,,1,,3
5.44E+12,2,10397,4,1,,2
5.44E+12,2,10454,4,1,,2
5.44E+12,2,10570,4,1,,2
5.44E+12,2,10702,4,1,,2
5.43765863624900E+12 Total,8,,,4,,2
5.44E+12,3,1549,2,1,,3
5.44E+12,3,1714,2,1,,3
5.44E+12,3,1745,2,1,,3
5.44E+12,3,1936,2,1,,3
5.43766913142300E+12 Total,12,,,4,,3
5.44E+12,3,7305,2,1,,3
5.43767558877100E+12 Total,3,,,1,,3
5.44E+12,3,15359,4,1,,3
5.43769441698900E+12 Total,3,,,1,,3
5.44E+12,3,9580,4,1,,3
5.43778885800300E+12 Total,3,,,1,,3
5.44E+12,3,9713,4,1,,3
5.43781186070900E+12 Total,3,,,1,,3
5.44E+12,3,7943,4,1,,3
5.44E+12,3,7945,4,1,,3
5.43791380013800E+12 Total,6,,,2,,3
5.44E+12,3,9664,4,1,,3
5.43794857241500E+12 Total,3,,,1,,3
5.44E+12,3,7458,2,1,,3
5.44E+12,3,7460,2,1,,3
5.44E+12,3,7462,2,1,,3
5.43802739989500E+12 Total,9,,,3,,3
5.44E+12,3,19142,2,1,,3
5.44E+12,3,19148,2,1,,3
5.44E+12,3,19158,2,1,,3
5.44E+12,3,19214,2,1,,3
5.44E+12,3,19217,2,1,,3
5.44E+12,3,19249,2,1,,3
5.44E+12,3,19343,2,1,,3
5.44E+12,3,19381,2,1,,3
5.44E+12,3,19587,2,1,,3
5.44E+12,3,19618,2,1,,3
5.44E+12,3,19675,2,1,,3
5.44E+12,3,19760,2,1,,3
5.44E+12,3,19789,2,1,,3
5.43802856459300E+12 Total,39,,,13,,3
5.44E+12,3,3027,2,1,,3
5.44E+12,3,3061,2,1,,3
5.44E+12,3,3159,2,1,,3
5.44E+12,3,3191,2,1,,3
5.44E+12,3,3281,2,1,,3
5.44E+12,3,3402,2,1,,3
5.44E+12,3,3441,2,1,,3
5.44E+12,3,3519,2,1,,3
5.44E+12,3,3767,2,1,,3
5.44E+12,3,3769,2,1,,3
5.44E+12,3,3777,2,1,,3
5.43804276368600E+12 Total,33,,,11,,3
5.44E+12,2,10401,4,1,,2
5.44E+12,2,10405,4,1,,2
5.44E+12,2,10461,4,1,,2
5.44E+12,2,10485,4,1,,2
5.44E+12,2,10498,4,1,,2
5.44E+12,2,10507,4,1,,2
5.44E+12,2,10545,4,1,,2
5.44E+12,2,10564,4,1,,2
5.44E+12,2,10588,4,1,,2
5.44E+12,2,10595,4,1,,2
5.44E+12,2,10598,4,1,,2
5.44E+12,2,10601,4,1,,2
5.44E+12,2,10607,4,1,,2
5.44E+12,2,10635,4,1,,2
5.44E+12,2,10642,4,1,,2
5.43805915986900E+12 Total,30,,,15,,2
5.44E+12,3,9518,4,1,,3
5.44E+12,3,9524,4,1,,3
5.43807611782900E+12 Total,6,,,2,,3
5.44E+12,3,1471,4,1,,3
5.44E+12,3,1475,4,1,,3
5.44E+12,3,1477,4,1,,3
5.43809638165700E+12 Total,9,,,3,,3
5.44E+12,3,7292,2,1,,3
5.43815905954500E+12 Total,3,,,1,,3
5.44E+12,2,18514,4,1,,2
5.43818774799700E+12 Total,2,,,1,,2
5.44E+12,2,18397,4,1,,2
5.44E+12,2,18422,4,1,,2
5.44E+12,2,18432,4,1,,2
5.43826240332100E+12 Total,6,,,3,,2
5.44E+12,3,154,4,1,,3
5.43826275134500E+12 Total,3,,,1,,3
5.44E+12,3,1486,2,1,,3
5.43829215313100E+12 Total,3,,,1,,3
5.44E+12,3,9487,4,1,,3
5.44E+12,3,9489,4,1,,3
5.44E+12,3,9691,4,1,,3
5.43832089568700E+12 Total,9,,,3,,3
5.44E+12,3,1473,2,1,,3
5.43837272786900E+12 Total,3,,,1,,3
5.44E+12,2,10373,4,1,,2
5.44E+12,2,10413,4,1,,2
5.44E+12,2,10524,4,1,,2
5.44E+12,2,10674,4,1,,2
5.44E+12,2,10682,4,1,,2
5.43837714799700E+12 Total,10,,,5,,2
5.44E+12,3,1828,2,1,,3
5.44E+12,3,1881,2,1,,3
5.43839898789300E+12 Total,6,,,2,,3
5.44E+12,3,8658,4,1,,3
5.43842631303400E+12 Total,3,,,1,,3
5.44E+12,3,8811,2,1,,3
5.43848794926200E+12 Total,3,,,1,,3
5.44E+12,3,116,4,1,,3
5.43856320119100E+12 Total,3,,,1,,3
5.44E+12,3,3843,6,1,,3
5.44E+12,3,3990,6,1,,3
5.43863647784000E+12 Total,6,,,2,,3
5.44E+12,3,1550,6,1,,3
5.44E+12,3,1746,6,1,,3
5.43864673164300E+12 Total,6,,,2,,3
5.44E+12,3,2032,4,1,,3
5.43865552070700E+12 Total,3,,,1,,3
5.44E+12,2,21853,6,1,,2
